,ident,grp,col,country,cid,name,Unnamed: 0,Unnamed: 0.1,MEP.ID,FullName,Country,Party,EPG,correctYea,wrongYea,wrongNay,correctNay,GMP,CC,coord1D,coord2D,se1D,se2D,corr.1,lastname,firstname
75,96889,EPP,#80BFFF,Italy,ITA,potito_salatto,563.0,"SALATTO, Potito",564.0,"SALATTO, Potito",Italy,Popolari per l’Europa,Group of the European People's Party (Christian Democrats),2576.0,65.0,95.0,1643.0,0.89686119556427,0.963461977620461,-0.0185286700725555,-0.999828398227692,0.0,0.0,0.0,SALATTO,Potito
76,41007,EPP,#80BFFF,Italy,ITA,iva_zanicchi,725.0,"ZANICCHI, Iva",726.0,"ZANICCHI, Iva",Italy,Forza Italia,Group of the European People's Party (Christian Democrats),3474.0,91.0,117.0,2117.0,0.896931946277618,0.964131746852906,-0.0176578089594841,-0.999844193458557,0.0,0.0,0.0,ZANICCHI,Iva
77,23691,ALDE,#FFFF00,Slovenia,SVN,jelko_kacin,323.0,"KACIN, Jelko",324.0,"KACIN, Jelko",Slovenia,Liberalna Demokracija Slovenije,Group of the Alliance of Liberals and Democrats for Europe,3326.0,362.0,235.0,1583.0,0.781009137630463,0.8915728296403921,-0.100503191351891,0.364967346191406,0.0,0.0,0.0,KACIN,Jelko
78,4525,EFD,#FF9900,UnitedKingdom,GBR,nigel_farage,191.0,"FARAGE, Nigel",192.0,"FARAGE, Nigel",United Kingdom,United Kingdom Independence Party,Europe of freedom and democracy Group,241.0,375.0,122.0,1584.0,0.6979325413703922,0.785960378983635,0.8615441322326659,0.507682740688324,0.0,0.0,0.0,FARAGE,Nigel
79,1913,S_D,#FF0000,Germany,DEU,evelyne_gebhardt,222.0,"GEBHARDT, Evelyne",223.0,"GEBHARDT, Evelyne",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4030.0,202.0,156.0,1572.0,0.8660613298416141,0.93993288590604,-0.212737873196602,-0.0405932553112507,0.0,0.0,0.0,GEBHARDT,Evelyne
80,33990,NI,#DDDDDD,Romania,ROU,adrian_severin,594.0,"SEVERIN, Adrian",595.0,"SEVERIN, Adrian",Romania,Partidul Social Democrat,Non-attached Members,3800.0,128.0,289.0,1389.0,0.8088364601135251,0.925615412058509,-0.18282759189605705,-0.16378135979175598,0.0,0.0,0.0,SEVERIN,Adrian
81,1405,ALDE,#FFFF00,UnitedKingdom,GBR,edward_mcmillan-scott,413.0,"McMILLAN-SCOTT, Edward",414.0,"McMILLAN-SCOTT, Edward",United Kingdom,Liberal Democrats Party,Group of the Alliance of Liberals and Democrats for Europe,2766.0,354.0,227.0,1286.0,0.7423865795135501,0.874595294625513,-0.0839910730719566,0.406134426593781,0.0,0.0,0.0,McMILLAN-SCOTT,Edward
82,96934,EPP,#80BFFF,Latvia,LVA,sandra_kalniete,328.0,"KALNIETE, Sandra",329.0,"KALNIETE, Sandra",Latvia,Vienotība,Group of the European People's Party (Christian Democrats),3456.0,125.0,124.0,2050.0,0.871279060840607,0.9567332754126852,-0.0144150294363499,-0.752805948257446,0.0,0.0,0.0,KALNIETE,Sandra
83,112748,S_D,#FF0000,Croatia,HRV,biljana_borzan,827.0,"BORZAN, Biljana",828.0,"BORZAN, Biljana",Croatia,Socijaldemokratska partija Hrvatske,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1568.0,26.0,41.0,558.0,0.8956474661827091,0.9694482444140452,-0.19098961353302,-0.263279616832733,0.0,0.0,0.0,BORZAN,Biljana
84,96879,EPP,#80BFFF,Austria,AUT,hella_ranner,532.0,"RANNER, Hella",533.0,"RANNER, Hella",Austria,Independent,Group of the European People's Party (Christian Democrats),692.0,37.0,29.0,469.0,0.8515968918800351,0.946210268948655,-0.0034271483309567,-0.7260324954986569,0.0,0.0,0.0,RANNER,Hella
85,96733,EPP,#80BFFF,Italy,ITA,antonio_cancian,97.0,"CANCIAN, Antonio",98.0,"CANCIAN, Antonio",Italy,Nuovo Centrodestra,Group of the European People's Party (Christian Democrats),3346.0,119.0,115.0,1939.0,0.887926578521729,0.957601014676572,-0.0143183600157499,-0.999897539615631,0.0,0.0,0.0,CANCIAN,Antonio
86,96836,S_D,#FF0000,Germany,DEU,peter_simon,597.0,"SIMON, Peter",598.0,"SIMON, Peter",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3940.0,190.0,156.0,1611.0,0.868200421333313,0.94132609801594,-0.20525069534778606,-0.0578536838293076,0.0,0.0,0.0,SIMON,Peter
87,28166,S_D,#FF0000,France,FRA,vincent_peillon,508.0,"PEILLON, Vincent",509.0,"PEILLON, Vincent",France,Parti socialiste,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1343.0,65.0,62.0,578.0,0.858058333396912,0.93798828125,-0.21283683180809,-0.13386245071888,0.0,0.0,0.0,PEILLON,Vincent
88,96735,EUL_NGL,#990000,France,FRA,patrick_le_hyaric,381.0,"LE HYARIC, Patrick",382.0,"LE HYARIC, Patrick",France,Front de gauche pour changer d’Europe,Confederal Group of the European United Left - Nordic Green Left,2438.0,600.0,348.0,937.0,0.6721537113189701,0.780707841776544,-0.8493453860282901,-0.150910034775734,0.0,0.0,0.0,LE HYARIC,Patrick
89,997,EFD,#FF9900,Italy,ITA,francesco_enrico_speroni,614.0,"SPERONI, Francesco Enrico",615.0,"SPERONI, Francesco Enrico",Italy,Lega Nord,Europe of freedom and democracy Group,2161.0,743.0,979.0,1638.0,0.489598155021667,0.688099981887339,0.0683627873659134,0.410564690828323,0.0,0.0,0.0,SPERONI,Francesco Enrico
90,2315,S_D,#FF0000,France,FRA,jean_louis_cottigny,805.0,"COTTIGNY, Jean Louis",806.0,"COTTIGNY, Jean Louis",France,Parti socialiste,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2168.0,102.0,132.0,839.0,0.8252999782562259,0.9278000617093493,-0.18885500729084,-0.30453398823738104,0.0,0.0,0.0,COTTIGNY,Jean Louis
91,28511,EUL_NGL,#990000,UnitedKingdom,GBR,bairbre_de_brún,149.0,"BRÚN, Bairbre de",150.0,"BRÚN, Bairbre de",United Kingdom,Sinn Féin,Confederal Group of the European United Left - Nordic Green Left,937.0,227.0,136.0,353.0,0.676631927490234,0.780399274047187,-0.8524435758590699,0.417187362909317,0.0,0.0,0.0,BRÚN,Bairbre de
92,5565,EPP,#80BFFF,France,FRA,brice_hortefeux,753.0,"HORTEFEUX, Brice",754.0,"HORTEFEUX, Brice",France,Union pour un Mouvement Populaire,Group of the European People's Party (Christian Democrats),2779.0,98.0,122.0,1675.0,0.871284425258636,0.952931108258451,-0.0237314682453871,-0.975096821784973,0.0,0.0,0.0,HORTEFEUX,Brice
93,28341,ECR,#0000FF,Poland,POL,mirosław_piotrowski,513.0,"PIOTROWSKI, Mirosław",514.0,"PIOTROWSKI, Mirosław",Poland,Prawo i Sprawiedliwość,European Conservatives and Reformists Group,2146.0,326.0,378.0,2958.0,0.7479563355445858,0.878787878787879,0.140661254525185,0.4385126829147341,0.0,0.0,0.0,PIOTROWSKI,Mirosław
94,117119,NI,#DDDDDD,Romania,ROU,dan_dumitru_zamfirescu,815.0,"ZAMFIRESCU, Dan Dumitru",816.0,"ZAMFIRESCU, Dan Dumitru",Romania,Partidul România Mare,Non-attached Members,1698.0,81.0,297.0,460.0,0.6781524419784549,0.8509463722397479,-0.14416413009166698,-0.169439777731895,0.0,0.0,0.0,ZAMFIRESCU,Dan Dumitru
95,97344,EUL_NGL,#990000,Ireland,IRL,paul_murphy,756.0,"MURPHY, Paul",757.0,"MURPHY, Paul",Ireland,Socialist Party,Confederal Group of the European United Left - Nordic Green Left,2057.0,710.0,275.0,817.0,0.654420018196106,0.7447525265612851,-0.8800495266914371,0.34105059504509,0.0,0.0,0.0,MURPHY,Paul
96,28300,EPP,#80BFFF,Poland,POL,zbigniew_zaleski,847.0,"ZALESKI, Zbigniew",848.0,"ZALESKI, Zbigniew",Poland,Platforma Obywatelska,Group of the European People's Party (Christian Democrats),854.0,65.0,18.0,443.0,0.868743360042572,0.939855072463768,-0.00541212828829885,-0.928597450256348,0.0,0.0,0.0,ZALESKI,Zbigniew
97,28584,EUL_NGL,#990000,Greece,GRC,georgios_toussas,662.0,"TOUSSAS, Georgios",663.0,"TOUSSAS, Georgios",Greece,Communist Party of Greece,Confederal Group of the European United Left - Nordic Green Left,1092.0,988.0,226.0,659.0,0.546711683273315,0.590556492411467,-0.99900609254837,0.0445725917816162,0.0,0.0,0.0,TOUSSAS,Georgios
98,96890,S_D,#FF0000,Italy,ITA,mario_pirillo,514.0,"PIRILLO, Mario",515.0,"PIRILLO, Mario",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3127.0,135.0,159.0,1311.0,0.8514556884765621,0.937869822485207,-0.18561552464962,-0.269092530012131,0.0,0.0,0.0,PIRILLO,Mario
99,96994,EFD,#FF9900,Italy,ITA,fiorello_provera,529.0,"PROVERA, Fiorello",530.0,"PROVERA, Fiorello",Italy,Lega Nord,Europe of freedom and democracy Group,1871.0,656.0,832.0,1476.0,0.495811820030212,0.6922440537745601,0.0678882598876953,0.385949045419693,0.0,0.0,0.0,PROVERA,Fiorello
100,23840,S_D,#FF0000,CzechRepublic,CZE,richard_falbr,190.0,"FALBR, Richard",191.0,"FALBR, Richard",Czech Republic,Česká strana sociálně demokratická,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3261.0,115.0,140.0,1120.0,0.8649058938026429,0.944995685936152,-0.197049736976624,-0.175014287233353,0.0,0.0,0.0,FALBR,Richard
101,28576,S_D,#FF0000,Greece,GRC,stavros_lambrinidis,370.0,"LAMBRINIDIS, Stavros",371.0,"LAMBRINIDIS, Stavros",Greece,Independent,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,874.0,31.0,38.0,398.0,0.8700057864189151,0.948545861297539,-0.223401933908463,-0.14408761262893696,0.0,0.0,0.0,LAMBRINIDIS,Stavros
103,96736,G_EFA,#009900,Germany,DEU,jan_philipp_albrecht,4.0,"ALBRECHT, Jan Philipp",5.0,"ALBRECHT, Jan Philipp",Germany,Bündnis 90/Die Grünen,Group of the Greens/European Free Alliance,3796.0,236.0,164.0,1463.0,0.835465967655182,0.929316133592508,-0.376118034124374,0.814691603183746,0.0,0.0,0.0,ALBRECHT,Jan Philipp
104,97004,ALDE,#FFFF00,Latvia,LVA,ivars_godmanis,232.0,"GODMANIS, Ivars",233.0,"GODMANIS, Ivars",Latvia,Latvijas Pirmā Partija/Latvijas Ceļš,Group of the Alliance of Liberals and Democrats for Europe,2476.0,268.0,179.0,1159.0,0.783961951732635,0.890494855463008,-0.0989124625921249,0.29897168278694203,0.0,0.0,0.0,GODMANIS,Ivars
105,39717,ALDE,#FFFF00,Romania,ROU,ramona_nicole_mănescu,417.0,"MĂNESCU, Ramona Nicole",418.0,"MĂNESCU, Ramona Nicole",Romania,Partidul Naţional Liberal,Group of the Alliance of Liberals and Democrats for Europe,2308.0,221.0,214.0,1042.0,0.7786567807197571,0.885072655217966,-0.0992337390780449,0.281303942203522,0.0,0.0,0.0,MĂNESCU,Ramona Nicole
106,96909,G_EFA,#009900,Greece,GRC,michail_tremopoulos,664.0,"TREMOPOULOS, Michail",665.0,"TREMOPOULOS, Michail",Greece,Ecologist Greens,Group of the Greens/European Free Alliance,1187.0,73.0,53.0,469.0,0.851721286773682,0.9292929292929292,-0.415144085884094,0.8894729614257809,0.0,0.0,0.0,TREMOPOULOS,Michail
107,5956,EPP,#80BFFF,Portugal,PRT,regina_bastos,41.0,"BASTOS, Regina",42.0,"BASTOS, Regina",Portugal,Partido Social Democrata,Group of the European People's Party (Christian Democrats),3582.0,102.0,148.0,2054.0,0.888826608657837,0.957526333673123,-0.0273968912661076,-0.999624669551849,0.0,0.0,0.0,BASTOS,Regina
108,23866,EPP,#80BFFF,Slovakia,SVK,edit_bauer,44.0,"BAUER, Edit",45.0,"BAUER, Edit",Slovakia,Strana mad'arskej komunity- Magyar Közösség Pártja,Group of the European People's Party (Christian Democrats),3725.0,178.0,135.0,2207.0,0.8656299710273739,0.949879903923138,-0.0201739352196455,-0.840737879276276,0.0,0.0,0.0,BAUER,Edit
109,96917,S_D,#FF0000,Italy,ITA,silvia_costa,128.0,"COSTA, Silvia",129.0,"COSTA, Silvia",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3294.0,111.0,222.0,1291.0,0.8317552804946899,0.932289548596991,-0.18332830071449305,-0.239847138524055,0.0,0.0,0.0,COSTA,Silvia
110,28306,S_D,#FF0000,Portugal,PRT,ana_gomes,236.0,"GOMES, Ana",237.0,"GOMES, Ana",Portugal,Partido Socialista,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3772.0,92.0,194.0,1388.0,0.866313815116882,0.9474843922144692,-0.199842661619186,-0.19099073112011,0.0,0.0,0.0,GOMES,Ana
111,97133,ECR,#0000FF,Belgium,BEL,derk_jan_eppink,181.0,"EPPINK, Derk Jan",182.0,"EPPINK, Derk Jan",Belgium,Lijst Dedecker,European Conservatives and Reformists Group,1815.0,127.0,177.0,2326.0,0.8014826774597171,0.931608548931384,0.14777360856533098,0.626681685447693,0.0,0.0,0.0,EPPINK,Derk Jan
112,34254,NI,#DDDDDD,Bulgaria,BGR,dimitar_stoyanov,625.0,"STOYANOV, Dimitar",626.0,"STOYANOV, Dimitar",Bulgaria,National-Democratic Party,Non-attached Members,1765.0,726.0,908.0,1290.0,0.43980914354324296,0.6515248453828111,0.0570149831473827,0.4979467689991,0.0,0.0,0.0,STOYANOV,Dimitar
114,96717,S_D,#FF0000,CzechRepublic,CZE,robert_dušek,171.0,"DUŠEK, Robert",172.0,"DUŠEK, Robert",Czech Republic,Česká strana sociálně demokratická,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3802.0,167.0,158.0,1529.0,0.84806877374649,0.942538896746818,-0.188041552901268,-0.182055771350861,0.0,0.0,0.0,DUŠEK,Robert
115,1935,S_D,#FF0000,Germany,DEU,wolfgang_kreissl-dörfler,363.0,"KREISSL-DÖRFLER, Wolfgang",364.0,"KREISSL-DÖRFLER, Wolfgang",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3388.0,168.0,170.0,1308.0,0.857269108295441,0.9328565752880408,-0.22113478183746305,0.042191743850708,0.0,0.0,0.0,KREISSL-DÖRFLER,Wolfgang
116,116816,EPP,#80BFFF,Bulgaria,BGR,preslav_borissov,814.0,"BORISSOV, Preslav",815.0,"BORISSOV, Preslav",Bulgaria,Citizens for European Development of Bulgaria,Group of the European People's Party (Christian Democrats),1633.0,71.0,30.0,1001.0,0.905588626861572,0.9630712979890308,-0.0167618561536074,-0.999859511852264,0.0,0.0,0.0,BORISSOV,Preslav
117,96685,ALDE,#FFFF00,Finland,FIN,riikka_pakarinen,420.0,"PAKARINEN, Riikka",421.0,"PAKARINEN, Riikka",Finland,Suomen Keskusta,Group of the Alliance of Liberals and Democrats for Europe,1788.0,154.0,162.0,776.0,0.781918346881866,0.890277777777778,-0.0961125940084457,0.257753819227219,0.0,0.0,0.0,PAKARINEN,Riikka
118,96685,ALDE,#FFFF00,Finland,FIN,riikka_pakarinen,420.0,"PAKARINEN, Riikka",421.0,"PAKARINEN, Riikka",Finland,Suomen Keskusta,Group of the Alliance of Liberals and Democrats for Europe,1788.0,154.0,162.0,776.0,0.781918346881866,0.890277777777778,-0.0961125940084457,0.257753819227219,0.0,0.0,0.0,PAKARINEN,Riikka
119,97014,S_D,#FF0000,Austria,AUT,karin_kadenbach,325.0,"KADENBACH, Karin",326.0,"KADENBACH, Karin",Austria,Sozialdemokratische Partei Österreichs,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3963.0,247.0,175.0,1598.0,0.8433504104614259,0.929466822664215,-0.212524428963661,0.0263881236314774,0.0,0.0,0.0,KADENBACH,Karin
120,96922,ALDE,#FFFF00,Spain,ESP,izaskun_bilbao_barandica,60.0,"BILBAO BARANDICA, Izaskun",61.0,"BILBAO BARANDICA, Izaskun",Spain,Partido Nacionalista Vasco,Group of the Alliance of Liberals and Democrats for Europe,3830.0,401.0,487.0,1453.0,0.7402032613754269,0.8561011181332041,-0.108796998858452,0.17731900513172102,0.0,0.0,0.0,BILBAO BARANDICA,Izaskun
121,28316,ALDE,#FFFF00,Finland,FIN,hannu_takkula,641.0,"TAKKULA, Hannu",642.0,"TAKKULA, Hannu",Finland,Suomen Keskusta,Group of the Alliance of Liberals and Democrats for Europe,3060.0,519.0,283.0,1514.0,0.7381721138954159,0.8508184523809521,-0.0461462922394276,0.0809322968125343,0.0,0.0,0.0,TAKKULA,Hannu
122,2295,S_D,#FF0000,Austria,AUT,hannes_swoboda,636.0,"SWOBODA, Hannes",637.0,"SWOBODA, Hannes",Austria,Sozialdemokratische Partei Österreichs,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3511.0,84.0,97.0,1389.0,0.8992997407913209,0.9643770911237952,-0.19704996049404105,-0.23931735754013106,0.0,0.0,0.0,SWOBODA,Hannes
123,1186,EPP,#80BFFF,Luxembourg,LUX,astrid_lulling,405.0,"LULLING, Astrid",406.0,"LULLING, Astrid",Luxembourg,Parti chrétien social luxembourgeois,Group of the European People's Party (Christian Democrats),3576.0,187.0,116.0,2230.0,0.867844700813293,0.9504010476346372,-0.00715153058990836,-0.8266408443450931,0.0,0.0,0.0,LULLING,Astrid
124,1911,S_D,#FF0000,Germany,DEU,martin_schulz,584.0,"SCHULZ, Martin",585.0,"SCHULZ, Martin",Germany,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1255.0,29.0,34.0,555.0,0.887885093688965,0.966364121729845,-0.19728483259677895,-0.222020670771599,0.0,0.0,0.0,SCHULZ,Martin
125,28156,S_D,#FF0000,Denmark,DNK,dan_jørgensen,320.0,"JØRGENSEN, Dan",321.0,"JØRGENSEN, Dan",Denmark,Socialdemokratiet,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2584.0,273.0,186.0,1019.0,0.7568362355232242,0.887001477104874,-0.20430749654769895,0.337312519550323,0.0,0.0,0.0,JØRGENSEN,Dan
126,28210,NI,#DDDDDD,France,FRA,marine_le_pen,386.0,"LE PEN, Marine",387.0,"LE PEN, Marine",France,Front national,Non-attached Members,788.0,748.0,827.0,1349.0,0.3864918053150179,0.575700431034483,0.113990537822247,0.737692892551422,0.0,0.0,0.0,LE PEN,Marine
127,123816,EPP,#80BFFF,Germany,DEU,annette_koewius,850.0,"KOEWIUS, Annette",851.0,"KOEWIUS, Annette",Germany,Christlich Demokratische Union Deutschlands,Group of the European People's Party (Christian Democrats),423.0,24.0,2.0,248.0,0.9170460700988772,0.962697274031564,-0.0269735120236874,-0.999636232852936,0.0,0.0,0.0,KOEWIUS,Annette
128,28310,S_D,#FF0000,Portugal,PRT,edite_estrela,186.0,"ESTRELA, Edite",187.0,"ESTRELA, Edite",Portugal,Partido Socialista,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3857.0,97.0,134.0,1516.0,0.884853363037109,0.958779443254818,-0.193681553006172,-0.280314713716507,0.0,0.0,0.0,ESTRELA,Edite
129,33984,S_D,#FF0000,Romania,ROU,ioan_mircea_paşcu,503.0,"PAŞCU, Ioan Mircea",504.0,"PAŞCU, Ioan Mircea",Romania,Partidul Social Democrat,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3861.0,132.0,129.0,1585.0,0.871488213539124,0.954266690029788,-0.18267831206321694,-0.28343397378921503,0.0,0.0,0.0,PAŞCU,Ioan Mircea
130,118999,S_D,#FF0000,Italy,ITA,franco_frigo,822.0,"FRIGO, Franco",823.0,"FRIGO, Franco",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1827.0,44.0,54.0,607.0,0.8857342004776,0.96129541864139,-0.186363101005554,-0.283422023057938,0.0,0.0,0.0,FRIGO,Franco
131,39319,S_D,#FF0000,Greece,GRC,maria_eleni_koppa,352.0,"KOPPA, Maria Eleni",353.0,"KOPPA, Maria Eleni",Greece,Panhellenic Socialist Movement,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3671.0,135.0,158.0,1459.0,0.8573384881019591,0.945970864834962,-0.196166336536407,-0.21616430580616,0.0,0.0,0.0,KOPPA,Maria Eleni
132,96809,ECR,#0000FF,Netherlands,NLD,peter_van_dalen,139.0,"DALEN, Peter van",140.0,"DALEN, Peter van",Netherlands,ChristenUnie,European Conservatives and Reformists Group,1959.0,342.0,491.0,2517.0,0.66182541847229,0.8430966283669241,0.110134229063988,0.7573847770690921,0.0,0.0,0.0,DALEN,Peter van
133,96915,S_D,#FF0000,Italy,ITA,sergio_gaetano_cofferati,119.0,"COFFERATI, Sergio Gaetano",120.0,"COFFERATI, Sergio Gaetano",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4045.0,173.0,198.0,1589.0,0.859153151512146,0.9382181515403828,-0.204263791441917,-0.106534905731678,0.0,0.0,0.0,COFFERATI,Sergio Gaetano
134,96792,EPP,#80BFFF,Poland,POL,bogdan_kazimierz_marcinkiewicz,421.0,"MARCINKIEWICZ, Bogdan Kazimierz",422.0,"MARCINKIEWICZ, Bogdan Kazimierz",Poland,Platforma Obywatelska,Group of the European People's Party (Christian Democrats),3476.0,168.0,79.0,2186.0,0.891518473625183,0.958199356913183,-0.00845382083207369,-0.99996429681778,0.0,0.0,0.0,MARCINKIEWICZ,Bogdan Kazimierz
135,96710,ALDE,#FFFF00,Denmark,DNK,jens_rohde,549.0,"ROHDE, Jens",550.0,"ROHDE, Jens",Denmark,"Venstre, Danmarks Liberale Parti",Group of the Alliance of Liberals and Democrats for Europe,2935.0,500.0,222.0,1501.0,0.723044991493225,0.8600232648313298,-0.0675069615244865,0.39377325773239097,0.0,0.0,0.0,ROHDE,Jens
136,28481,ECR,#0000FF,UnitedKingdom,GBR,sajjad_karim,333.0,"KARIM, Sajjad",334.0,"KARIM, Sajjad",United Kingdom,Conservative Party,European Conservatives and Reformists Group,1656.0,96.0,84.0,2465.0,0.844800889492035,0.958149267612183,0.167883455753326,0.756615340709686,0.0,0.0,0.0,KARIM,Sajjad
137,97156,S_D,#FF0000,Italy,ITA,luigi_berlinguer,56.0,"BERLINGUER, Luigi",57.0,"BERLINGUER, Luigi",Italy,Partito Democratico,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2939.0,97.0,112.0,1226.0,0.8759388327598571,0.952217649748514,-0.186910212039948,-0.27466955780983,0.0,0.0,0.0,BERLINGUER,Luigi
138,96862,EPP,#80BFFF,France,FRA,sophie_auconie,82.0,"AUCONIE, Sophie",83.0,"AUCONIE, Sophie",France,Union des Démocrates et Indépendants,Group of the European People's Party (Christian Democrats),3446.0,150.0,177.0,2007.0,0.8696954846382141,0.943425605536332,-0.0362431742250919,-0.8427453637123109,0.0,0.0,0.0,AUCONIE,Sophie
