Vote Id,Order,,Date,Title,Procedure,Leg/NonLeg,Type of Vote,Rule,Rapporteur,Link,Committee,Policy Area,Part no,Subject,Am no,Author,RCV,Result,Yaes,Nays,Abstentions,Excluded
186,12,1,16/12/2004,Protection of deep-water coral reefs in certain areas of the Atlantic ocean,CNS,Leg,Proposal for a Council regulation,s,Sérgio Ribeiro,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,PECH,Fisheries,1,art 30,7,GUE/NGL,RCV,+,376,170,27,0
187,12,2,16/12/2004,Protection of deep-water coral reefs in certain areas of the Atlantic ocean,CNS,Leg,Proposal for a Council regulation,s,Sérgio Ribeiro,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,PECH,Fisheries,2,art 30,7,GUE/NGL,RCV,-,148,405,18,0
188,12,3,16/12/2004,Protection of deep-water coral reefs in certain areas of the Atlantic ocean,CNS,Leg,Proposal for a Council regulation,s,Sérgio Ribeiro,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,PECH,Fisheries,,rec 5,6,GUE/NGL,RCV,-,206,359,18,0
189,12,4,16/12/2004,Protection of deep-water coral reefs in certain areas of the Atlantic ocean,CNS,Leg,Amended proposal for a Council regulation,s,Sérgio Ribeiro,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,PECH,Fisheries,,vote: amended proposal,,0,RCV,+,556,10,9,0
190,12,5,16/12/2004,Protection of deep-water coral reefs in certain areas of the Atlantic ocean,CNS,Non,Proposal for a Council regulation: legislative resolution,s,Sérgio Ribeiro,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,PECH,Fisheries,,vote: legislative resolution,,0,RCV,+,564,8,6,0
191,12,1,16/12/2004,Strategic political orientations,RSP,Non,Motions for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,,After § 1,2,Verts/ALE,RCV,-,85,320,26,0
192,12,2,16/12/2004,Strategic political orientations,RSP,Non,Motions for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,,After § 1,3,Verts/ALE,RCV,-,93,300,39,0
193,12,3,16/12/2004,Strategic political orientations,RSP,Non,Motions for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,,After § 5,5,Verts/ALE,RCV,-,89,320,26,0
194,12,4,16/12/2004,Strategic political orientations,RSP,Non,Motions for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,,After § 9,6,Verts/ALE,RCV,-,126,312,20,0
195,12,5,16/12/2004,Strategic political orientations,RSP,Non,Motions for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,,After § 11,7,Verts/ALE,RCV,-,83,322,28,0
196,12,6,16/12/2004,Strategic political orientations,RSP,Non,Motions for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,,After § 26,9,Verts/ALE,RCV,-,78,320,26,0
197,12,7,16/12/2004,Strategic political orientations,RSP,Non,Motions for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,,vote: resolution (as a whole),,0,RCV,+,284,154,17,0
198,12,1,16/12/2004,Bulgaria's progress towards accession,INI,Non,Motion for a resolution,s,Geoffrey Van Orden,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,AFET,Foreign & security policy,2,§ 5,§,0,RCV,+,498,26,30,0
199,12,2,16/12/2004,Bulgaria's progress towards accession,INI,Non,Motion for a resolution (as a whole),s,Geoffrey Van Orden,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,AFET,Foreign & security policy,,vote: resolution (as a whole),,0,RCV,+,527,19,21,0
200,12,1,16/12/2004,Romania's progress towards accession,INI,Non,Motion for a resolution,s,MOSCOVICI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 1,8,"Mr GAHLER
and others",RCV,-,106,406,22,0
201,12,2,16/12/2004,Romania's progress towards accession,INI,Non,Motion for a resolution,s,MOSCOVICI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 1,25,"Mrs HENNISPLASCHAERT
and others",RCV,-,113,414,28,0
202,12,3,16/12/2004,Romania's progress towards accession,INI,Non,Motion for a resolution,s,MOSCOVICI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,AFET,Foreign & security policy,1,§ 1,17,Verts/ALE,RCV,-,218,320,17,0
203,12,4,16/12/2004,Romania's progress towards accession,INI,Non,Motion for a resolution,s,MOSCOVICI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,AFET,Foreign & security policy,2,§ 1,17,Verts/ALE,RCV,-,144,389,20,0
204,12,5,16/12/2004,Romania's progress towards accession,INI,Non,Motion for a resolution,s,MOSCOVICI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,AFET,Foreign & security policy,3,§ 1,17,Verts/ALE,RCV,-,141,388,18,0
205,12,6,16/12/2004,Romania's progress towards accession,INI,Non,Motion for a resolution,s,MOSCOVICI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 32,6,ALDE,RCV,-,205,329,16,0
206,12,7,16/12/2004,Romania's progress towards accession,INI,Non,Motion for a resolution,s,MOSCOVICI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 38,22,Verts/ALE,RCV,-,162,355,20,0
207,12,8,16/12/2004,Romania's progress towards accession,INI,Non,Motion for a resolution,s,MOSCOVICI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 39,24,Verts/ALE,RCV,-,135,380,18,0
208,12,1,16/12/2004,Zimbabwe,RSP,Non,Motions for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041216&secondRef=TOC&language=EN,0,Foreign & security policy,,vote: resolution (as a whole),,0,RCV,+,76,0,1,0
